,age,height_cm,weight_kgs,positions,potential,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
3484,31,154.94,78.0,327,63,1,3,1,6,11,9,13,26,6,8,13,12,20,14,32,23,26,55,45,25,59,21,52,6,20,8,9,33,13,36,10,12,11
15322,27,175.26,74.8,0,72,1,3,3,6,73,44,42,74,76,71,64,73,51,75,67,66,74,73,70,77,69,46,53,76,69,48,75,77,69,81,32,41,37
11472,18,154.94,69.9,149,81,1,3,2,3,49,56,60,68,39,60,59,51,64,62,76,71,76,65,69,63,56,62,62,58,69,62,43,61,54,60,65,68,66
13726,24,185.42,82.1,105,75,1,2,2,3,33,23,63,55,32,36,40,27,60,50,64,60,41,61,62,49,83,68,79,32,75,70,26,32,42,64,66,73,68
1748,20,152.4,60.8,572,85,1,3,2,3,62,28,50,67,46,60,53,31,52,68,91,82,75,61,68,36,63,81,66,38,45,64,53,56,38,66,58,69,64
8373,23,175.26,69.9,823,71,1,3,2,3,46,65,58,60,56,54,62,51,53,60,76,73,66,60,71,59,73,61,49,62,51,31,58,53,62,54,42,17,14
12143,27,182.88,79.8,348,68,1,3,3,3,70,45,57,68,51,70,67,40,64,70,67,64,72,65,67,73,63,56,62,68,67,66,62,56,48,69,60,70,70
5970,22,154.94,69.9,709,66,1,3,2,3,56,54,36,46,42,59,48,48,38,54,78,80,74,42,81,66,47,59,49,50,45,30,50,52,50,46,48,49,48
1213,23,165.1,59.9,675,77,1,3,3,3,67,58,43,67,46,74,71,64,57,71,88,82,89,67,89,76,84,72,45,67,70,27,66,65,54,73,26,23,22
1122,27,190.5,87.1,104,71,1,3,2,6,40,26,72,59,29,37,23,25,55,53,55,63,49,64,45,55,68,64,84,22,71,67,39,45,33,54,73,72,70
17383,25,182.88,84.8,247,83,2,3,3,6,72,57,68,82,68,81,72,68,77,82,76,77,71,73,74,81,46,75,74,78,70,72,71,74,68,68,72,73,69
3101,29,154.94,78.0,104,65,1,3,2,9,41,21,72,65,29,38,32,29,59,45,60,58,48,48,62,45,66,72,71,19,71,48,29,32,36,50,63,71,58
12279,24,182.88,78.0,823,74,1,3,3,3,50,65,67,61,67,63,60,61,45,63,64,70,60,66,70,67,77,72,74,56,58,26,66,62,62,62,20,28,30
84,32,162.56,60.8,215,82,2,4,4,6,72,78,34,80,75,86,90,93,76,86,88,80,94,83,91,80,34,77,42,81,75,26,83,78,73,82,23,29,28
1226,29,170.18,68.9,401,71,1,5,3,6,67,71,39,68,45,67,41,34,64,72,77,77,79,70,77,60,36,69,57,47,29,31,70,71,60,57,36,32,24
13152,26,187.96,77.1,105,70,1,3,2,6,57,40,66,64,29,60,56,44,58,61,64,75,69,67,71,45,83,79,77,54,70,65,44,55,41,72,66,65,63
5848,17,182.88,74.8,104,78,1,3,2,6,30,21,60,37,28,31,30,34,31,33,58,64,47,49,62,41,67,62,56,26,46,56,31,31,43,41,51,66,61
15643,32,172.72,68.0,149,73,1,3,3,6,65,46,55,78,66,66,68,68,74,73,69,69,70,68,82,76,56,85,68,68,81,65,55,64,64,72,70,69,68
11816,25,185.42,81.2,644,69,1,2,4,3,65,68,62,59,61,67,46,36,58,68,75,84,69,67,65,72,72,51,76,59,56,25,67,67,65,65,22,24,28
8803,23,182.88,83.0,227,69,1,3,2,9,57,39,60,73,38,63,45,49,72,57,54,53,48,61,51,58,62,64,56,43,70,64,47,55,55,52,62,60,60
13602,27,152.4,73.9,0,69,1,3,3,6,70,62,56,72,63,67,66,62,75,68,70,73,76,62,62,67,71,68,52,56,45,59,67,71,74,73,29,50,46
14409,28,154.94,73.0,247,70,1,3,3,6,70,63,63,73,66,68,67,72,71,71,57,60,65,68,67,74,48,62,60,70,73,47,67,73,72,70,52,62,54
15110,27,175.26,74.8,227,73,1,3,3,9,54,59,58,71,54,71,62,50,70,69,70,71,77,75,90,63,77,83,74,61,78,71,66,74,46,75,70,64,62
9313,20,185.42,81.2,675,76,1,3,3,3,66,50,31,63,56,69,64,44,48,65,78,77,75,58,69,62,66,54,65,52,32,10,53,57,50,50,22,23,23
10141,25,152.4,78.9,140,68,1,3,2,9,57,37,49,65,36,58,40,34,60,63,69,73,75,53,84,67,80,79,74,54,80,63,47,56,50,49,54,67,64
9163,29,182.88,74.8,572,63,1,3,2,6,65,22,56,64,12,51,43,39,51,56,64,66,39,57,57,36,63,64,59,24,60,59,37,38,42,46,62,66,65
7699,24,187.96,78.0,247,67,1,3,2,6,47,38,58,73,37,61,50,49,71,59,54,58,58,56,48,58,65,61,64,43,60,56,44,52,51,42,55,68,69
11819,19,187.96,79.8,823,84,1,3,2,6,26,69,70,57,50,48,31,29,49,60,83,87,65,69,70,51,73,58,84,47,47,17,71,46,63,60,26,18,25
1604,32,154.94,78.0,327,69,1,3,1,6,14,13,16,30,19,19,15,19,25,18,45,40,38,68,63,19,65,24,65,19,28,19,19,29,19,49,16,20,20
9937,24,182.88,83.0,140,68,1,3,2,6,52,35,55,65,39,56,45,40,62,59,62,68,63,69,54,60,56,76,73,38,57,62,30,50,49,68,57,60,63
16334,35,182.88,78.9,15,74,1,3,4,6,73,62,61,75,72,74,71,72,61,75,73,65,66,82,62,77,55,71,77,74,54,33,70,76,66,74,16,31,32
13901,31,185.42,78.0,104,70,1,2,2,6,39,18,82,50,27,16,22,21,42,44,50,50,51,63,70,57,84,70,88,45,74,64,65,33,44,62,68,70,66
17229,33,182.88,82.1,145,77,2,3,3,6,60,48,70,78,43,70,52,58,76,74,69,66,64,66,41,72,75,77,85,68,80,79,58,68,62,75,70,79,72
3335,25,195.58,88.0,104,66,1,3,2,6,45,33,66,54,23,45,27,30,50,53,63,61,35,60,45,42,57,63,77,35,56,62,27,52,38,45,60,63,59
176,27,175.26,67.1,572,80,2,2,3,6,78,54,68,75,45,76,64,39,66,78,77,78,79,75,75,74,69,76,67,69,76,79,72,64,46,75,78,81,82
16699,24,152.4,76.2,42,81,2,4,4,6,66,72,64,75,69,79,77,71,68,76,72,68,77,68,72,71,79,72,58,67,61,55,75,77,76,75,33,46,38
2358,31,182.88,76.2,721,67,1,3,3,6,63,63,55,63,70,69,68,63,55,68,77,74,67,66,66,78,73,52,70,69,55,38,63,66,67,59,48,50,43
14404,31,182.88,78.0,104,70,1,2,2,3,43,22,73,52,24,39,39,37,50,52,53,61,78,66,54,54,90,67,78,32,74,64,24,23,30,60,67,73,71
2231,22,187.96,73.9,227,77,1,3,3,3,57,47,61,71,47,66,49,51,67,68,70,73,64,67,62,63,62,74,65,57,64,64,52,66,48,65,64,67,66
14728,24,182.88,76.2,584,74,1,3,3,9,69,53,64,63,56,61,67,66,60,63,78,83,68,66,60,77,73,88,80,70,75,68,54,56,52,66,67,69,68
14491,31,185.42,78.9,104,70,1,3,2,6,44,53,73,67,44,51,66,65,70,58,51,51,52,61,43,70,67,60,72,49,74,70,39,55,64,57,70,72,69
5883,21,190.5,84.8,327,63,1,2,1,6,12,7,12,21,5,7,13,12,18,10,17,26,35,46,27,24,32,16,57,5,23,10,5,22,17,38,12,12,12
14782,21,182.88,79.8,0,80,1,3,3,6,68,68,56,70,70,75,61,40,63,74,72,75,72,63,68,75,68,75,75,66,64,41,67,68,48,72,49,57,56
3053,20,185.42,69.9,328,78,1,2,2,3,67,48,51,64,39,62,64,55,51,60,74,72,76,57,62,64,64,66,65,61,58,63,57,51,37,59,60,62,64
10029,18,175.26,69.9,749,78,1,2,3,3,62,60,51,71,61,70,63,54,62,64,77,68,69,54,76,65,57,41,47,64,48,11,47,65,67,58,30,13,18
17918,26,190.5,91.2,327,91,3,3,1,6,17,13,19,45,20,27,19,18,44,30,54,45,40,86,37,21,52,32,78,14,27,11,13,66,23,65,15,19,16
4824,19,175.26,66.2,291,65,1,2,2,6,45,32,40,52,26,51,32,32,49,54,67,68,71,54,66,40,79,48,44,27,48,50,35,49,40,42,56,53,47
2414,21,154.94,77.1,374,79,1,3,3,3,61,39,58,69,49,65,60,66,58,63,72,77,67,55,63,63,69,74,68,54,70,65,59,51,61,57,65,66,62
1430,35,154.94,79.8,823,70,2,2,3,9,58,70,72,67,66,63,62,57,58,64,59,71,61,73,71,72,74,67,77,70,82,28,71,69,65,72,38,44,33
1512,31,182.88,84.8,104,70,1,2,2,6,34,25,74,60,28,37,27,29,32,55,34,30,40,66,47,42,82,40,74,25,71,66,33,30,67,68,73,71,68
17680,26,175.26,74.8,189,84,4,4,4,6,78,77,53,87,86,85,81,72,82,90,75,66,83,85,85,74,58,77,71,66,58,65,83,86,77,85,63,53,57
9390,23,154.94,69.9,422,70,1,3,3,3,63,53,44,64,49,70,53,42,60,65,78,70,73,47,53,67,36,36,59,44,29,62,64,64,62,50,55,65,63
7414,18,182.88,69.9,46,83,1,3,3,3,45,62,40,57,44,63,49,59,42,61,77,72,61,51,65,55,55,56,51,54,46,28,55,58,65,60,28,28,25
3410,25,193.04,77.1,327,65,1,2,1,3,20,17,12,28,19,19,17,17,16,16,48,42,56,55,40,25,48,36,63,11,24,14,6,24,30,46,16,18,11
11446,28,175.26,73.0,644,66,1,2,3,6,61,63,56,58,63,71,53,58,50,66,79,82,77,58,78,61,48,69,74,62,66,45,63,59,56,64,23,39,37
10303,18,185.42,73.0,228,84,1,3,3,3,62,46,60,67,50,74,60,50,65,72,62,61,65,56,57,67,59,59,63,53,53,51,59,70,55,65,59,57,55
6914,24,182.88,78.0,104,66,1,4,2,6,30,24,62,32,27,23,23,22,25,33,57,68,45,43,47,32,82,59,78,33,49,49,29,34,34,40,58,67,62
13831,31,175.26,73.9,215,69,1,3,3,6,54,68,58,68,74,67,63,61,43,69,76,71,82,70,84,65,75,61,58,63,43,21,72,68,77,73,19,18,13
7752,28,185.42,78.9,327,62,1,3,1,3,20,11,12,22,12,9,21,22,12,19,45,39,60,70,54,24,68,32,68,19,20,12,6,13,12,15,8,17,16
3221,23,187.96,78.0,104,69,1,3,2,6,64,32,60,65,20,55,60,60,68,62,56,54,51,58,61,77,64,68,77,53,58,63,28,58,48,45,63,62,58
14923,24,170.18,64.0,823,75,1,3,3,3,45,73,67,66,70,66,67,70,28,67,88,77,87,76,84,68,84,71,42,67,33,16,77,59,56,57,19,13,19
13756,34,185.42,78.0,104,69,1,3,2,6,45,22,68,54,30,42,32,40,41,53,54,47,55,67,55,62,75,37,74,30,72,62,32,39,50,64,71,74,73
2894,36,185.42,78.9,327,65,1,3,1,6,20,11,25,14,11,11,23,20,17,20,42,65,67,70,54,11,74,38,68,12,42,16,13,62,22,67,26,11,11
15337,29,182.88,78.9,795,72,1,4,3,3,70,66,69,69,67,71,72,77,53,72,85,82,74,68,69,71,81,72,68,69,62,25,75,69,63,73,34,28,18
2404,23,175.26,78.0,149,74,1,3,2,6,51,41,58,70,39,48,46,41,63,61,65,57,62,61,69,59,70,73,72,44,71,70,43,51,47,53,69,61,49
2771,24,152.4,76.2,327,70,1,2,1,3,14,9,10,29,8,13,11,12,24,17,25,25,23,53,42,18,59,22,64,6,16,10,4,37,17,43,15,13,21
17188,21,182.88,78.0,823,89,1,3,3,6,48,80,76,70,72,74,68,42,34,76,75,77,69,74,76,74,75,69,74,62,60,14,80,56,68,72,36,20,18
12577,31,187.96,78.9,104,68,1,3,2,6,47,37,72,57,30,32,25,28,52,54,63,52,56,64,57,61,73,64,73,40,71,65,38,39,37,73,65,71,68
17035,30,187.96,74.8,247,76,2,4,4,3,73,69,71,83,55,74,76,77,79,80,60,61,67,66,59,82,68,69,70,71,68,54,72,79,76,81,60,70,71
1297,22,175.26,72.1,372,78,1,4,3,6,70,60,46,70,56,72,70,47,64,72,82,78,71,67,79,73,80,80,63,62,70,68,72,58,51,61,66,69,71
16640,29,152.4,71.2,127,75,1,3,2,6,70,36,71,74,25,65,61,42,63,72,73,76,69,69,72,64,84,88,70,55,80,74,62,59,48,67,71,74,76
9444,23,152.4,77.1,867,72,1,4,2,6,48,61,56,65,54,65,56,41,47,60,80,78,80,59,65,74,71,66,62,59,64,35,60,49,59,55,39,38,36
553,32,187.96,78.0,104,75,2,3,2,6,30,40,81,59,29,38,30,29,58,60,32,33,42,77,51,52,66,56,77,32,72,77,36,48,30,70,77,76,75
9703,22,152.4,73.9,227,74,1,3,3,6,60,58,56,65,57,65,62,64,63,68,62,62,63,62,55,64,64,69,55,58,64,58,61,62,58,62,59,56,56
6215,28,193.04,87.1,823,58,1,3,2,9,27,61,65,39,49,49,29,24,20,53,52,60,53,51,37,55,66,70,80,52,71,19,54,43,54,58,21,20,21
14395,23,185.42,81.2,879,79,1,3,3,6,56,72,65,65,55,70,66,42,44,66,76,83,70,65,66,73,62,72,82,67,47,25,64,64,66,73,12,13,20
13381,27,190.5,82.1,327,69,1,3,1,6,8,9,8,18,8,9,9,12,17,21,44,41,52,69,37,21,71,31,67,7,45,44,5,71,22,61,17,8,9
5198,20,170.18,68.0,823,60,1,3,2,6,33,57,49,39,36,52,54,56,29,42,71,63,76,51,83,58,60,69,33,50,27,16,48,49,58,41,16,14,18
4787,19,152.4,67.1,823,67,1,3,2,3,30,58,51,38,33,43,36,32,27,52,55,50,57,51,61,44,69,57,65,43,32,13,54,46,56,53,15,17,17
11417,25,167.64,73.0,149,70,1,2,3,6,61,42,47,68,32,64,35,33,62,68,59,59,70,54,70,60,59,72,71,49,70,59,54,48,40,59,75,66,64
6306,21,193.04,87.1,104,72,1,2,2,3,25,28,48,51,23,42,26,25,45,48,59,62,46,46,40,33,67,60,80,23,51,54,36,38,36,40,53,58,54
11061,22,187.96,73.0,327,76,1,2,1,6,16,16,18,31,12,14,20,19,18,23,44,49,31,59,41,18,61,31,59,12,22,18,16,17,20,34,16,15,20
11482,26,167.64,68.0,69,67,1,3,3,6,34,58,43,63,38,69,39,51,62,71,72,73,82,60,78,62,63,70,54,65,50,43,61,57,35,50,38,41,47
3889,22,185.42,78.0,327,70,1,2,1,6,13,10,13,25,10,13,16,17,24,17,47,42,36,57,50,30,58,20,41,12,29,16,8,22,26,45,8,19,19
434,30,165.1,64.0,149,76,1,3,2,6,55,40,55,79,48,59,58,59,70,71,77,73,78,73,88,68,69,90,64,64,63,79,65,65,56,80,73,77,74
9901,27,154.94,77.1,675,64,1,3,3,6,63,58,45,64,55,65,67,64,59,64,72,74,72,56,60,68,58,64,62,64,46,34,58,63,62,56,29,24,35
15357,24,182.88,83.9,348,79,1,3,3,6,76,64,58,68,63,75,68,43,64,68,77,80,75,70,71,74,55,84,77,61,70,69,72,67,65,70,64,69,71
6625,26,172.72,62.1,374,59,1,3,2,3,52,23,44,49,24,52,26,29,45,50,70,72,65,49,74,34,39,54,60,25,59,58,37,38,30,45,57,59,61
7551,23,152.4,72.1,497,69,1,3,3,3,53,54,52,62,39,63,49,43,55,64,65,72,77,60,70,54,72,58,61,49,70,60,59,58,50,57,53,59,59
14993,27,185.42,82.1,18,72,1,3,3,6,56,70,74,70,68,70,69,61,65,72,65,69,53,67,48,74,69,70,78,69,69,46,74,71,70,70,51,58,54
4007,20,187.96,73.9,823,75,1,3,2,6,36,67,69,53,44,57,48,39,40,56,54,53,54,54,57,63,65,50,56,57,39,19,57,54,76,56,19,22,18
11031,26,185.42,73.9,823,69,1,3,2,9,39,67,70,54,56,60,50,49,30,64,58,64,76,61,78,69,85,69,79,52,69,31,69,46,58,50,25,20,17
2203,23,152.4,71.2,276,75,1,3,3,3,70,43,49,67,45,71,72,73,69,68,61,61,63,61,65,53,69,75,67,58,45,51,58,78,54,56,45,58,53
3989,21,190.5,78.0,6,73,1,3,3,3,44,56,46,56,41,66,40,38,45,65,72,73,72,50,52,54,37,65,69,49,48,47,53,56,38,53,46,43,36
5707,22,182.88,71.2,823,61,1,3,2,6,27,55,53,49,52,52,51,51,44,53,66,67,65,49,63,55,67,58,60,51,52,14,53,52,51,55,17,15,16
1333,32,175.26,72.1,272,70,1,3,3,6,62,68,61,71,69,69,62,59,71,70,73,75,72,71,69,73,68,75,77,69,72,68,64,65,69,66,62,67,57
13569,34,190.5,84.8,104,69,2,2,2,3,30,43,70,60,13,26,38,32,58,42,30,30,32,69,33,58,65,39,80,28,84,69,22,12,55,58,71,66,64
509,19,170.18,66.2,536,86,1,4,4,6,69,70,52,68,67,82,72,58,54,78,91,88,85,67,83,77,66,69,55,76,66,25,65,72,66,74,47,32,27
4226,20,154.94,74.8,390,68,1,3,2,6,31,61,59,62,41,60,39,33,60,63,68,65,53,56,61,61,59,55,57,54,49,46,54,45,59,52,51,28,21
4069,25,172.72,68.9,328,64,1,3,2,6,70,26,42,55,29,54,55,30,44,52,78,75,65,57,80,33,57,63,61,26,56,50,42,32,39,50,52,59,60
10199,26,190.5,93.0,104,68,1,2,2,9,41,27,65,53,26,47,29,29,52,54,33,31,32,58,48,66,63,65,90,34,66,60,23,35,39,57,60,69,62
1533,20,170.18,68.9,390,80,1,4,3,9,63,70,46,66,51,74,61,42,59,69,84,82,73,57,79,69,62,58,56,66,31,28,67,67,55,58,28,32,26
16367,29,187.96,82.1,823,74,2,2,3,6,44,77,79,61,77,72,64,56,55,74,53,68,54,66,46,80,60,63,88,72,71,27,70,58,78,62,24,39,29
4771,18,182.88,72.1,483,69,1,2,3,6,49,42,39,40,48,61,46,36,40,58,63,65,59,38,60,55,44,52,44,37,34,18,37,56,53,44,26,30,41
15359,27,175.26,71.2,247,73,1,3,3,6,64,58,47,76,57,71,67,62,70,74,67,64,76,65,77,66,43,80,58,61,69,63,68,69,62,73,55,72,60
4614,20,185.42,69.9,391,64,1,3,3,3,56,63,39,52,44,55,51,42,48,61,55,55,63,43,58,53,38,39,60,40,30,22,51,49,59,55,30,27,24
14338,24,182.88,71.2,328,77,1,3,3,3,72,29,59,70,22,63,60,65,54,72,71,68,60,71,63,66,61,64,66,65,59,70,49,53,43,55,69,70,71
12242,24,170.18,72.1,39,74,1,4,3,3,56,59,33,69,54,70,55,49,53,68,76,67,92,59,90,60,81,67,42,48,41,28,64,64,57,59,52,24,27
16155,21,152.4,69.9,116,82,1,3,3,6,32,26,70,71,29,66,32,30,72,69,67,62,60,69,74,40,75,68,65,24,70,79,56,64,42,67,76,75,73
9055,21,154.94,73.9,572,73,1,3,2,6,56,27,59,64,42,62,61,36,60,66,67,66,71,62,55,58,69,57,65,45,59,59,41,58,45,55,65,62,61
7711,22,152.4,69.9,742,69,1,4,3,3,58,57,40,54,42,61,43,37,41,62,84,87,76,47,77,62,65,73,57,46,41,24,53,48,52,50,38,32,25
8099,37,187.96,88.0,327,62,1,3,1,6,11,14,13,33,13,11,18,11,35,33,34,39,38,59,44,30,51,32,55,18,31,15,7,46,16,58,22,18,14
5803,17,185.42,73.9,327,80,1,2,1,9,10,8,11,26,6,8,13,10,22,16,20,17,29,39,42,19,57,18,41,7,28,7,6,22,10,40,9,14,12
5541,19,175.26,68.0,104,71,1,3,2,3,44,27,55,33,35,30,36,32,39,37,59,61,56,52,55,47,65,50,48,24,50,50,40,30,44,42,57,58,57
4991,20,154.94,73.9,104,65,1,3,2,3,27,16,42,36,25,38,20,23,28,34,62,55,47,47,64,35,68,61,54,18,42,49,26,26,32,38,44,54,56
8675,32,193.04,74.8,104,63,1,2,2,6,39,21,66,58,40,45,29,28,42,50,34,32,35,59,51,60,52,57,78,21,70,60,17,29,33,55,60,61,60
11432,27,170.18,68.9,572,66,1,2,2,6,70,30,37,67,28,55,34,31,60,59,80,82,82,63,75,21,72,74,78,22,76,60,51,37,37,49,56,69,62
8935,33,175.26,62.1,572,63,1,2,3,3,66,56,64,64,63,70,58,64,55,68,70,75,85,62,79,78,68,73,34,71,60,56,66,60,38,63,55,57,54
7836,38,152.4,71.2,21,61,1,5,3,6,64,59,39,67,53,57,65,63,63,60,45,34,43,66,65,55,53,33,41,55,38,59,60,70,62,61,51,33,31
4123,21,182.88,72.1,105,71,1,3,2,3,50,27,62,56,37,36,38,34,52,54,65,56,49,49,70,49,66,59,67,51,61,57,24,54,22,51,51,59,57
932,27,154.94,83.0,885,72,1,3,3,9,72,72,62,70,62,74,62,53,64,73,67,74,76,65,68,77,53,64,73,68,60,36,71,68,74,64,25,27,22
8655,32,172.72,67.1,366,63,1,2,2,6,62,38,48,58,36,62,50,45,60,58,61,58,71,59,84,52,80,77,66,44,67,61,38,52,45,61,60,66,64
11188,28,182.88,79.8,823,66,1,3,2,9,37,67,62,49,63,55,35,25,38,67,67,61,68,60,60,66,66,54,82,59,45,10,70,51,64,58,30,16,13
8897,26,152.4,66.2,885,66,1,3,3,6,64,63,45,67,64,64,64,58,50,64,72,76,77,66,80,67,34,48,46,65,54,24,60,49,65,50,24,17,17
6023,19,190.5,74.8,104,71,1,2,2,3,27,19,67,38,25,23,27,24,32,31,52,57,46,41,53,28,70,55,64,17,54,52,23,28,25,45,52,65,52
936,31,152.4,78.0,248,72,1,4,3,6,65,62,35,74,51,70,80,76,68,72,74,69,75,69,75,65,63,82,60,66,86,67,69,75,58,64,60,64,61
10017,25,175.26,71.2,390,67,1,3,3,3,64,63,45,64,49,66,52,45,56,63,75,73,70,61,77,63,52,56,49,51,63,27,56,57,62,61,46,26,29
3615,25,198.12,92.1,327,66,1,3,1,6,8,9,14,22,8,10,12,14,16,12,32,36,31,56,28,16,45,27,71,10,22,10,10,24,16,29,10,13,12
15814,28,152.4,69.9,390,73,1,3,3,6,70,54,67,69,59,77,45,66,63,74,84,88,83,69,78,76,80,69,64,76,58,54,68,69,47,62,37,29,53
993,30,185.42,82.1,327,72,1,2,1,6,18,16,19,26,16,14,18,23,23,18,47,52,33,70,46,25,66,37,66,20,39,22,13,27,22,62,13,23,24
6293,18,193.04,78.0,327,78,1,2,1,3,12,9,14,30,7,14,16,15,25,18,21,26,36,56,24,19,38,29,64,8,28,15,7,38,14,39,8,15,11
13580,30,154.94,78.0,247,69,1,3,3,6,69,58,61,71,65,63,67,65,65,70,78,89,83,66,85,77,67,87,76,71,70,62,60,63,55,71,58,68,67
1368,26,152.4,76.2,247,71,1,3,3,6,47,50,52,74,42,67,49,40,71,71,68,54,77,67,74,62,48,78,55,64,70,70,65,66,41,63,69,67,64
8255,22,187.96,83.9,104,74,1,3,2,3,40,39,65,57,35,49,43,37,53,58,69,70,60,55,51,50,79,72,75,33,61,56,44,33,39,50,57,60,58
7486,22,187.96,78.0,823,67,1,3,2,6,32,59,62,53,50,57,35,24,30,61,62,66,65,54,66,60,74,68,74,47,58,23,60,49,58,52,20,23,19
1547,39,187.96,92.1,327,70,2,3,1,6,19,12,15,26,12,14,16,13,14,15,37,31,44,66,40,22,65,26,54,11,26,20,13,58,21,49,14,12,11
13976,25,182.88,69.9,823,73,1,3,3,6,49,70,68,69,66,68,54,44,38,67,73,71,74,65,66,70,74,68,71,66,55,12,74,50,63,68,13,14,15
2584,25,187.96,88.0,104,71,1,2,2,6,53,51,65,61,53,57,72,78,60,59,57,53,55,62,62,66,75,74,83,61,65,61,52,42,56,60,65,61,61
7726,23,182.88,69.9,676,69,1,3,3,3,62,60,37,58,48,62,44,41,50,62,85,82,77,41,76,66,34,58,49,57,32,16,45,51,50,49,30,24,28
16188,29,187.96,77.1,856,74,1,3,3,3,49,73,72,67,64,77,56,56,43,69,79,84,78,66,68,74,71,76,77,63,64,26,75,58,71,71,17,26,19
12884,29,190.5,81.2,149,68,1,3,2,6,66,66,71,65,64,63,50,52,62,67,55,59,57,67,54,70,85,77,77,60,80,65,65,59,69,73,68,70,62
4097,34,152.4,74.8,597,59,1,3,2,3,59,49,57,59,45,56,28,46,56,57,46,49,55,61,65,57,77,65,64,51,72,60,53,57,55,59,58,60,57
15500,23,152.4,74.8,547,80,1,4,3,6,63,67,63,60,59,75,61,63,51,72,90,89,91,65,92,67,76,75,71,66,64,26,70,66,59,71,48,44,23
13488,33,185.42,78.9,688,69,1,4,3,3,68,65,52,67,68,70,69,68,64,73,62,59,72,65,67,72,50,78,62,70,47,62,67,71,71,67,63,68,59
16164,31,187.96,89.8,824,74,1,3,3,6,61,75,78,68,66,73,52,58,61,68,68,74,67,72,55,72,81,77,86,66,51,46,76,69,67,69,31,46,31
7401,22,193.04,83.0,327,68,1,1,1,3,13,9,13,19,5,9,12,12,21,18,19,18,38,49,30,22,40,21,58,6,19,10,5,37,11,50,30,11,11
353,24,175.26,77.1,348,82,2,3,3,3,78,43,60,75,44,78,53,71,66,80,83,78,75,77,72,80,67,74,52,77,65,76,75,45,55,72,75,70,70
6551,22,152.4,59.9,615,67,1,3,2,3,57,45,38,55,44,57,44,36,47,57,81,82,59,48,77,45,49,54,45,31,46,54,49,49,48,43,52,54,56
17011,31,193.04,87.1,104,76,2,3,2,6,47,28,76,66,23,51,39,34,67,60,55,49,40,75,36,69,63,82,89,41,81,80,50,64,42,71,74,75,74
7300,19,185.42,81.2,104,71,1,3,2,6,36,19,53,54,30,32,36,31,36,43,55,48,49,51,53,40,68,53,76,29,56,56,29,32,39,56,57,65,62
3910,26,195.58,82.1,104,64,1,3,2,3,35,21,66,51,29,41,25,14,55,48,47,73,32,56,31,25,31,48,84,23,62,63,14,44,19,47,54,57,58
4546,17,165.1,53.1,104,80,1,3,2,3,30,26,58,53,31,45,35,26,34,34,61,64,49,45,80,48,72,61,25,22,46,56,31,32,48,43,56,69,62
1935,32,154.94,83.0,149,68,1,2,2,6,48,34,61,66,41,50,46,48,62,62,54,51,48,61,62,71,70,73,78,56,81,70,54,57,50,68,64,72,67
803,29,187.96,88.0,327,75,1,2,1,3,14,11,17,30,13,14,11,11,15,23,59,59,33,65,44,46,82,39,66,13,37,24,17,43,21,58,15,12,17
5346,17,185.42,78.0,327,74,1,3,1,3,11,5,12,15,7,14,10,12,17,15,31,26,21,43,39,24,42,17,52,5,23,9,4,37,17,30,10,11,14
13222,27,193.04,81.2,327,70,1,2,1,6,13,20,10,32,16,17,14,14,33,21,53,43,65,60,55,36,75,35,65,16,45,22,11,13,33,56,17,15,14
7583,23,175.26,72.1,597,65,1,4,2,3,61,35,50,56,23,62,42,22,46,58,76,75,71,59,63,40,77,67,68,41,45,57,53,40,39,56,56,57,57
17791,30,185.42,84.8,104,83,3,2,2,6,47,44,85,60,46,58,29,35,51,58,66,75,60,81,64,77,86,69,86,48,88,76,49,45,24,82,85,85,85
16793,29,170.18,78.0,149,75,1,3,3,6,64,49,56,74,71,67,71,63,71,73,67,72,67,69,74,74,81,90,69,69,84,75,56,73,69,75,69,72,69
14575,20,187.96,82.1,149,81,1,3,3,3,61,40,63,71,35,66,37,41,65,68,65,72,66,67,59,56,70,77,88,54,76,69,48,56,42,59,70,72,65
10657,22,182.88,73.0,289,73,1,3,2,3,66,52,45,65,55,59,66,62,66,64,63,68,71,62,72,63,64,75,61,59,49,54,62,70,49,60,62,52,46
14989,21,190.5,72.1,127,83,1,3,2,3,36,25,72,60,26,51,28,22,46,62,61,66,38,69,68,40,76,65,74,25,65,68,29,58,36,70,73,71,68
10044,21,152.4,64.0,328,76,1,3,2,3,55,31,55,52,27,61,34,40,44,54,75,73,68,64,74,38,64,72,57,30,52,68,53,51,46,57,62,63,61
9412,27,185.42,78.9,104,64,1,3,2,3,44,22,59,57,39,50,36,25,54,59,63,61,35,64,43,59,75,78,74,25,68,62,36,37,30,64,65,61,60
10579,19,172.72,74.8,644,81,1,2,3,9,63,66,51,58,74,73,58,58,51,70,79,76,91,48,65,69,47,45,30,60,32,22,59,56,62,54,27,38,37
16847,30,190.5,81.2,823,76,1,3,3,6,61,77,77,64,72,70,40,38,46,75,66,73,59,73,53,81,74,59,86,73,79,28,78,68,73,74,25,24,32
